id,stamp,odom_x,odom_y,odom_z,odom_qx,odom_qy,odom_qz,odom_qw,map_x,map_y,map_z,map_qx,map_qy,map_qz,map_qw
67,1789654018.519346,2.8991716442158859,-6.7856626473758066,-0.011495156891988708,0.14694153128343909,0.20903789321063215,-0.61406309066623332,0.74675154252750531,2.9276095374031321,-6.8051937951388748,-0.024270956934292653,0.15018531983586667,0.20823047656008958,-0.61196186690352006,0.74805555394857881
68,1789654019.3193653,3.0021152511796845,-6.8878123532216877,-0.013583643626158432,0.12650708656512982,0.22853222331811718,-0.49433064977067687,0.82909962528698478,3.0313833549227653,-6.9070337977608549,-0.026076727513407821,0.1295909725900504,0.22709532453498577,-0.49216700148081849,0.83030448394001488
69,1789654019.9193664,3.0973471922178275,-6.9351975142740798,-0.013009806331592856,0.10110812812669019,0.24012513037036104,-0.36877337937337151,0.89225739719910113,3.1272271801921301,-6.9541582247216676,-0.02501934523156827,0.10396507117177306,0.23809000850040471,-0.36662478958931838,0.89335920854218187
70,1789654020.9193325,3.1415513426628308,-6.8908490172541601,-0.017670957014214329,0.065403649802818931,0.26529113688551414,-0.25145011205589596,0.9285019205306877,3.1717847595468198,-6.9096850254671356,-0.029124187859749687,0.067961936921848293,0.26274809799720689,-0.24936655956764006,0.92960256620669868
71,1789654021.8193605,3.289078664457203,-6.8608231205038317,0.0084652463808169917,0.027882496752394126,0.26499018508528716,-0.070460577522289153,0.96126899211312289,3.3195474482163498,-6.8793982967379232,-0.0017704821156621666,0.029936637084082139,0.26178346140662295,-0.068531710401429982,0.96222482911402663
72,1789654024.8187678,4.047547544234666,-6.9068315503641822,-0.048617282268207627,0.0068922591994668653,0.27089980847595885,-0.026595276253995381,0.9622154030212885,4.0794273486094506,-6.9232519173005791,-0.053560016893618619,0.0088088817410425183,0.26751497509558347,-0.024766806221162369,0.96319507214877564
73,1789654027.8187625,4.8239987471617063,-6.937112075093256,-0.072832459459843013,0.0054789527693771241,0.26824727535563364,-0.011174965647646584,0.96326969249697925,4.8570274877672963,-6.9515489226896543,-0.072204941438413772,0.0073646046964683659,0.26478400050624207,-0.0093903609516137309,0.96423390149629862
74,1789654030.3188822,5.5973669972060671,-6.9458149383156336,-0.096867384350049462,0.010063920684431515,0.26415499124049496,0.0052068629282403167,0.9644136802644645,5.6314876291292153,-6.9583351887015139,-0.090534464416262256,0.011915497056180209,0.26062122573806829,0.0069667631358167658,0.96534245832041421
75,1789654032.8189015,6.2122586758052369,-7.019177956406371,-0.10007104930678885,0.040110352332839133,0.26350384266534677,-0.11936153894511493,0.95640457315750715,6.2466457622916245,-7.0301488675012056,-0.089573023305661692,0.042348014458352963,0.26034921217391988,-0.11745673588466475,0.95740735770474128
76,1789654033.3188894,6.1972115731731865,-7.1083360316200608,-0.10241234944976363,0.077980264430962953,0.26553827069035651,-0.26962874821920835,0.92233878986596052,6.2318874046835901,-7.1192693361777017,-0.092425246566560773,0.080620106920312962,0.26292046665762481,-0.26757673029742635,0.9234586725869397
77,1789654033.8189497,6.1510786582949599,-7.1823349587221657,-0.10587097970495725,0.11030500574153265,0.24533525025569444,-0.41680787505456712,0.86828256689999461,6.1860238224414701,-7.1933079937854627,-0.096543393182613957,0.11331257799689567,0.24330185524224002,-0.41471054434655957,0.86947089158358937
78,1789654035.5188591,6.2262144682934295,-7.4640903855448659,-0.11919414767987691,0.13408506806628978,0.22628462439254815,-0.52530015226855842,0.80924422352675296,6.2620835764492764,-7.4747216186047467,-0.11054806000543102,0.13731616514499401,0.22474440379185895,-0.52320707290435653,0.81048663321301606
79,1789654035.8188717,6.1493273465332692,-7.5002245819755533,-0.12398162550484826,0.17370291350723768,0.20828387893336575,-0.64737165359814364,0.7122886112614597,6.185385622518722,-7.5109883160649229,-0.11603300745563586,0.17711368793470636,0.20741247012208361,-0.64528409972589684,0.71359599173829602
80,1789654040.4189086,6.2136842557987171,-8.2695883385968472,-0.1256847048980341,0.17543056520014577,0.18998220848243746,-0.68508870999794946,0.68101713391561181,6.2521290436434009,-8.2800232202043862,-0.12048328143696978,0.17889169268402449,0.18930691834495325,-0.6830637144850108,0.68233761065129739
81,1789654043.6189497,6.2151438797500109,-9.0402541784910824,-0.14014200357539869,0.17724588198809443,0.1914181247473597,-0.6791679456763865,0.68605677636896167,6.256123718588241,-9.0504921418691264,-0.13808943494269446,0.18066092648331866,0.19072126136234155,-0.67711591932062409,0.68738712666817703
82,1789654046.8191862,6.2125451705872692,-9.8084640546981046,-0.1563846773536671,0.1759063258352847,0.18662247809188734,-0.68114019107940471,0.68576749361417078,6.2561045411513456,-9.8185110551570425,-0.15746648436679811,0.17930177237082351,0.18593291511183471,-0.67909444380682538,0.68710302131004708
83,1789654050.7192028,6.2357838764924525,-10.572278050311764,-0.17282072448272623,0.17559640027931669,0.19004323001068429,-0.67385589904470544,0.69207492532114057,6.2819445210153892,-10.582054469518102,-0.17681129815693378,0.17894062750854287,0.18932115494325968,-0.67178780390196768,0.69342548168232943
84,1789654053.7193983,6.24889804783174,-11.326844073040336,-0.1744386007126516,0.17434194875257997,0.19013031251525686,-0.67966114693061408,0.68667028079021908,6.2975620166782162,-11.336441565587778,-0.18133758071839362,0.17766174584757799,0.18943904488890573,-0.67760083684979955,0.68804524432221814
85,1789654056.8194642,6.1945379346591984,-12.100900844669912,-0.18331120581162777,0.19178430871060917,0.1776103714912767,-0.73156292085285923,0.62967374703405221,6.2458477502292018,-12.110502728459684,-0.19361493470515381,0.19514004152519196,0.17724038103134829,-0.72955647629503562,0.63107333917808639
86,1789654060.5187976,6.1689310107206836,-12.854825339732285,-0.19152698956588141,0.18253906005693946,0.18283937194926161,-0.70112259823850187,0.66458735908649436,6.2228486373815528,-12.864346973278606,-0.2049144979738686,0.18581296317720625,0.18228078338875095,-0.69907929967638105,0.66598452796327789
87,1789654063.6187668,6.1184449669310155,-13.616057989602725,-0.20427708745213785,0.18635766834827774,0.17836342602086658,-0.7160892888654905,0.64859343049212181,6.1750501368146908,-13.625563617695592,-0.220897229526894,0.18962281413768706,0.17789192755162894,-0.71406891336591094,0.65000249032976587
88,1789654067.01861,6.061885799209163,-14.38211348136141,-0.21793189459387513,0.18057077583490314,0.18132040848099967,-0.70680316678813204,0.6595046533576947,6.1212187669204754,-14.39162100635232,-0.23780239060397307,0.18378752612808796,0.18078557326378394,-0.70478068135509264,0.66092579986565347
